Community Area,Date_Day,Year,Month,Quarter,DayOfWeek,IsWeekend,Season,CrimeCount,Rolling7d
49.0,2008-10-10,2008,10,4,4,0,Fall,2,2.0
49.0,2008-10-11,2008,10,4,5,1,Fall,1,2.142857142857143
49.0,2008-10-12,2008,10,4,6,1,Fall,1,2.0
49.0,2008-10-14,2008,10,4,1,0,Fall,1,1.8571428571428572
49.0,2008-10-15,2008,10,4,2,0,Fall,1,1.5714285714285714
49.0,2008-10-16,2008,10,4,3,0,Fall,4,1.4285714285714286
49.0,2008-10-17,2008,10,4,4,0,Fall,1,1.8571428571428572
49.0,2008-10-18,2008,10,4,5,1,Fall,3,1.5714285714285714
49.0,2008-10-19,2008,10,4,6,1,Fall,1,1.7142857142857142
49.0,2008-10-21,2008,10,4,1,0,Fall,2,1.7142857142857142
49.0,2008-10-22,2008,10,4,2,0,Fall,1,1.8571428571428572
49.0,2008-10-25,2008,10,4,5,1,Fall,1,1.8571428571428572
49.0,2008-10-26,2008,10,4,6,1,Fall,2,1.8571428571428572
49.0,2008-10-27,2008,10,4,0,0,Fall,2,1.5714285714285714
49.0,2008-10-28,2008,10,4,1,0,Fall,1,1.7142857142857142
49.0,2008-10-29,2008,10,4,2,0,Fall,1,1.4285714285714286
49.0,2008-10-30,2008,10,4,3,0,Fall,4,1.4285714285714286
49.0,2008-11-01,2008,11,4,5,1,Fall,2,1.7142857142857142
49.0,2008-11-02,2008,11,4,6,1,Fall,2,1.8571428571428572
49.0,2008-11-03,2008,11,4,0,0,Fall,5,2.0
49.0,2008-11-04,2008,11,4,1,0,Fall,4,2.4285714285714284
49.0,2008-11-06,2008,11,4,3,0,Fall,2,2.7142857142857144
49.0,2008-11-07,2008,11,4,4,0,Fall,2,2.857142857142857
49.0,2008-11-08,2008,11,4,5,1,Fall,3,3.0
49.0,2008-11-09,2008,11,4,6,1,Fall,1,2.857142857142857
49.0,2008-11-10,2008,11,4,0,0,Fall,1,2.7142857142857144
49.0,2008-11-11,2008,11,4,1,0,Fall,1,2.5714285714285716
49.0,2008-11-12,2008,11,4,2,0,Fall,1,2.0
49.0,2008-11-13,2008,11,4,3,0,Fall,1,1.5714285714285714
49.0,2008-11-14,2008,11,4,4,0,Fall,4,1.4285714285714286
49.0,2008-11-15,2008,11,4,5,1,Fall,1,1.7142857142857142
49.0,2008-11-16,2008,11,4,6,1,Fall,1,1.4285714285714286
49.0,2008-11-18,2008,11,4,1,0,Fall,2,1.4285714285714286
49.0,2008-11-19,2008,11,4,2,0,Fall,1,1.5714285714285714
49.0,2008-11-20,2008,11,4,3,0,Fall,3,1.5714285714285714
49.0,2008-11-21,2008,11,4,4,0,Fall,2,1.8571428571428572
49.0,2008-11-25,2008,11,4,1,0,Fall,3,2.0
49.0,2008-11-26,2008,11,4,2,0,Fall,7,1.8571428571428572
49.0,2008-11-27,2008,11,4,3,0,Fall,1,2.7142857142857144
49.0,2008-11-29,2008,11,4,5,1,Fall,3,2.7142857142857144
49.0,2008-11-30,2008,11,4,6,1,Fall,1,2.857142857142857
49.0,2008-12-01,2008,12,4,0,0,Winter,1,2.857142857142857
49.0,2008-12-03,2008,12,4,2,0,Winter,2,2.5714285714285716
49.0,2008-12-04,2008,12,4,3,0,Winter,2,2.5714285714285716
49.0,2008-12-05,2008,12,4,4,0,Winter,2,2.4285714285714284
49.0,2008-12-06,2008,12,4,5,1,Winter,3,1.7142857142857142
49.0,2008-12-07,2008,12,4,6,1,Winter,2,2.0
49.0,2008-12-08,2008,12,4,0,0,Winter,1,1.8571428571428572
49.0,2008-12-09,2008,12,4,1,0,Winter,1,1.8571428571428572
49.0,2008-12-10,2008,12,4,2,0,Winter,1,1.8571428571428572
49.0,2008-12-11,2008,12,4,3,0,Winter,4,1.7142857142857142
49.0,2008-12-12,2008,12,4,4,0,Winter,2,2.0
49.0,2008-12-13,2008,12,4,5,1,Winter,1,2.0
49.0,2008-12-14,2008,12,4,6,1,Winter,1,1.7142857142857142
49.0,2008-12-16,2008,12,4,1,0,Winter,2,1.5714285714285714
49.0,2008-12-18,2008,12,4,3,0,Winter,1,1.7142857142857142
49.0,2008-12-19,2008,12,4,4,0,Winter,2,1.7142857142857142
49.0,2008-12-22,2008,12,4,0,0,Winter,2,1.8571428571428572
49.0,2008-12-23,2008,12,4,1,0,Winter,2,1.5714285714285714
49.0,2008-12-25,2008,12,4,3,0,Winter,2,1.5714285714285714
49.0,2008-12-26,2008,12,4,4,0,Winter,3,1.7142857142857142
49.0,2008-12-27,2008,12,4,5,1,Winter,1,2.0
49.0,2008-12-28,2008,12,4,6,1,Winter,1,1.8571428571428572
49.0,2008-12-29,2008,12,4,0,0,Winter,1,1.8571428571428572
49.0,2008-12-30,2008,12,4,1,0,Winter,2,1.7142857142857142
49.0,2008-12-31,2008,12,4,2,0,Winter,1,1.7142857142857142
49.0,2009-01-01,2009,1,1,3,0,Winter,2,1.5714285714285714
49.0,2009-01-02,2009,1,1,4,0,Winter,2,1.5714285714285714
49.0,2009-01-03,2009,1,1,5,1,Winter,3,1.4285714285714286
49.0,2009-01-04,2009,1,1,6,1,Winter,2,1.7142857142857142
49.0,2009-01-07,2009,1,1,2,0,Winter,2,1.8571428571428572
49.0,2009-01-08,2009,1,1,3,0,Winter,2,2.0
49.0,2009-01-09,2009,1,1,4,0,Winter,2,2.0
49.0,2009-01-10,2009,1,1,5,1,Winter,2,2.142857142857143
49.0,2009-01-12,2009,1,1,0,0,Winter,2,2.142857142857143
49.0,2009-01-13,2009,1,1,1,0,Winter,1,2.142857142857143
49.0,2009-01-14,2009,1,1,2,0,Winter,2,1.8571428571428572
49.0,2009-01-15,2009,1,1,3,0,Winter,2,1.8571428571428572
49.0,2009-01-17,2009,1,1,5,1,Winter,2,1.8571428571428572
49.0,2009-01-20,2009,1,1,1,0,Winter,1,1.8571428571428572
49.0,2009-01-21,2009,1,1,2,0,Winter,2,1.7142857142857142
49.0,2009-01-22,2009,1,1,3,0,Winter,4,1.7142857142857142
49.0,2009-01-24,2009,1,1,5,1,Winter,2,2.0
49.0,2009-01-25,2009,1,1,6,1,Winter,4,2.142857142857143
49.0,2009-01-26,2009,1,1,0,0,Winter,1,2.4285714285714284
49.0,2009-01-27,2009,1,1,1,0,Winter,1,2.2857142857142856
49.0,2009-01-28,2009,1,1,2,0,Winter,2,2.142857142857143
49.0,2009-01-30,2009,1,1,4,0,Winter,2,2.2857142857142856
49.0,2009-01-31,2009,1,1,5,1,Winter,1,2.2857142857142856
49.0,2009-02-01,2009,2,1,6,1,Winter,2,1.8571428571428572
49.0,2009-02-02,2009,2,1,0,0,Winter,3,1.8571428571428572
49.0,2009-02-03,2009,2,1,1,0,Winter,2,1.7142857142857142
49.0,2009-02-04,2009,2,1,2,0,Winter,1,1.8571428571428572
49.0,2009-02-05,2009,2,1,3,0,Winter,1,1.8571428571428572
49.0,2009-02-06,2009,2,1,4,0,Winter,2,1.7142857142857142
49.0,2009-02-07,2009,2,1,5,1,Winter,2,1.7142857142857142
49.0,2009-02-08,2009,2,1,6,1,Winter,2,1.8571428571428572
49.0,2009-02-09,2009,2,1,0,0,Winter,2,1.8571428571428572
49.0,2009-02-10,2009,2,1,1,0,Winter,4,1.7142857142857142
49.0,2009-02-11,2009,2,1,2,0,Winter,1,2.0
49.0,2009-02-12,2009,2,1,3,0,Winter,1,2.0
49.0,2009-02-13,2009,2,1,4,0,Winter,1,2.0
49.0,2009-02-14,2009,2,1,5,1,Winter,2,1.8571428571428572
49.0,2009-02-16,2009,2,1,0,0,Winter,3,1.8571428571428572
49.0,2009-02-17,2009,2,1,1,0,Winter,2,2.0
49.0,2009-02-18,2009,2,1,2,0,Winter,2,2.0
49.0,2009-02-19,2009,2,1,3,0,Winter,1,1.7142857142857142
49.0,2009-02-22,2009,2,1,6,1,Winter,1,1.7142857142857142
49.0,2009-02-23,2009,2,1,0,0,Winter,2,1.7142857142857142
49.0,2009-02-26,2009,2,1,3,0,Winter,2,1.8571428571428572
49.0,2009-02-27,2009,2,1,4,0,Winter,1,1.8571428571428572
49.0,2009-02-28,2009,2,1,5,1,Winter,3,1.5714285714285714
49.0,2009-03-01,2009,3,1,6,1,Spring,2,1.7142857142857142
49.0,2009-03-02,2009,3,1,0,0,Spring,1,1.7142857142857142
49.0,2009-03-03,2009,3,1,1,0,Spring,3,1.7142857142857142
49.0,2009-03-04,2009,3,1,2,0,Spring,2,2.0
49.0,2009-03-05,2009,3,1,3,0,Spring,2,2.0
49.0,2009-03-06,2009,3,1,4,0,Spring,2,2.0
49.0,2009-03-08,2009,3,1,6,1,Spring,3,2.142857142857143
49.0,2009-03-09,2009,3,1,0,0,Spring,1,2.142857142857143
49.0,2009-03-10,2009,3,1,1,0,Spring,2,2.0
49.0,2009-03-11,2009,3,1,2,0,Spring,2,2.142857142857143
49.0,2009-03-12,2009,3,1,3,0,Spring,2,2.0
49.0,2009-03-13,2009,3,1,4,0,Spring,2,2.0
49.0,2009-03-14,2009,3,1,5,1,Spring,2,2.0
49.0,2009-03-15,2009,3,1,6,1,Spring,1,2.0
49.0,2009-03-16,2009,3,1,0,0,Spring,2,1.7142857142857142
49.0,2009-03-18,2009,3,1,2,0,Spring,2,1.8571428571428572
49.0,2009-03-19,2009,3,1,3,0,Spring,1,1.8571428571428572
49.0,2009-03-20,2009,3,1,4,0,Spring,1,1.7142857142857142
49.0,2009-03-22,2009,3,1,6,1,Spring,1,1.5714285714285714
49.0,2009-03-23,2009,3,1,0,0,Spring,3,1.4285714285714286
49.0,2009-03-24,2009,3,1,1,0,Spring,2,1.5714285714285714
49.0,2009-03-25,2009,3,1,2,0,Spring,2,1.7142857142857142
49.0,2009-03-26,2009,3,1,3,0,Spring,4,1.7142857142857142
49.0,2009-03-27,2009,3,1,4,0,Spring,4,2.0
49.0,2009-03-28,2009,3,1,5,1,Spring,1,2.4285714285714284
49.0,2009-03-29,2009,3,1,6,1,Spring,4,2.4285714285714284
49.0,2009-03-30,2009,3,1,0,0,Spring,3,2.857142857142857
49.0,2009-03-31,2009,3,1,1,0,Spring,2,2.857142857142857
49.0,2009-04-01,2009,4,2,2,0,Spring,3,2.857142857142857
49.0,2009-04-02,2009,4,2,3,0,Spring,1,3.0
49.0,2009-04-03,2009,4,2,4,0,Spring,3,2.5714285714285716
49.0,2009-04-04,2009,4,2,5,1,Spring,1,2.4285714285714284
49.0,2009-04-05,2009,4,2,6,1,Spring,2,2.4285714285714284
49.0,2009-04-06,2009,4,2,0,0,Spring,3,2.142857142857143
49.0,2009-04-07,2009,4,2,1,0,Spring,2,2.142857142857143
49.0,2009-04-08,2009,4,2,2,0,Spring,2,2.142857142857143
49.0,2009-04-10,2009,4,2,4,0,Spring,1,2.0
49.0,2009-04-11,2009,4,2,5,1,Spring,3,2.0
49.0,2009-04-12,2009,4,2,6,1,Spring,2,2.0
49.0,2009-04-13,2009,4,2,0,0,Spring,2,2.142857142857143
49.0,2009-04-14,2009,4,2,1,0,Spring,2,2.142857142857143
49.0,2009-04-15,2009,4,2,2,0,Spring,1,2.0
49.0,2009-04-16,2009,4,2,3,0,Spring,1,1.8571428571428572
49.0,2009-04-18,2009,4,2,5,1,Spring,1,1.7142857142857142
49.0,2009-04-19,2009,4,2,6,1,Spring,3,1.7142857142857142
49.0,2009-04-20,2009,4,2,0,0,Spring,1,1.7142857142857142
49.0,2009-04-21,2009,4,2,1,0,Spring,4,1.5714285714285714
49.0,2009-04-22,2009,4,2,2,0,Spring,2,1.8571428571428572
49.0,2009-04-25,2009,4,2,5,1,Spring,3,1.8571428571428572
49.0,2009-04-26,2009,4,2,6,1,Spring,2,2.142857142857143
49.0,2009-04-28,2009,4,2,1,0,Spring,3,2.2857142857142856
49.0,2009-04-29,2009,4,2,2,0,Spring,1,2.5714285714285716
49.0,2009-05-01,2009,5,2,4,0,Spring,4,2.2857142857142856
49.0,2009-05-02,2009,5,2,5,1,Spring,1,2.7142857142857144
49.0,2009-05-03,2009,5,2,6,1,Spring,2,2.2857142857142856
49.0,2009-05-04,2009,5,2,0,0,Spring,1,2.2857142857142856
49.0,2009-05-05,2009,5,2,1,0,Spring,1,2.0
49.0,2009-05-06,2009,5,2,2,0,Spring,2,1.8571428571428572
49.0,2009-05-08,2009,5,2,4,0,Spring,2,1.7142857142857142
49.0,2009-05-09,2009,5,2,5,1,Spring,3,1.8571428571428572
49.0,2009-05-10,2009,5,2,6,1,Spring,1,1.7142857142857142
49.0,2009-05-11,2009,5,2,0,0,Spring,1,1.7142857142857142
49.0,2009-05-12,2009,5,2,1,0,Spring,1,1.5714285714285714
49.0,2009-05-13,2009,5,2,2,0,Spring,2,1.5714285714285714
49.0,2009-05-15,2009,5,2,4,0,Spring,2,1.7142857142857142
49.0,2009-05-16,2009,5,2,5,1,Spring,2,1.7142857142857142
49.0,2009-05-17,2009,5,2,6,1,Spring,2,1.7142857142857142
49.0,2009-05-20,2009,5,2,2,0,Spring,1,1.5714285714285714
49.0,2009-05-21,2009,5,2,3,0,Spring,2,1.5714285714285714
49.0,2009-05-22,2009,5,2,4,0,Spring,1,1.7142857142857142
49.0,2009-05-23,2009,5,2,5,1,Spring,2,1.7142857142857142
49.0,2009-05-24,2009,5,2,6,1,Spring,1,1.7142857142857142
49.0,2009-05-26,2009,5,2,1,0,Spring,3,1.5714285714285714
49.0,2009-05-27,2009,5,2,2,0,Spring,2,1.7142857142857142
49.0,2009-05-28,2009,5,2,3,0,Spring,5,1.7142857142857142
49.0,2009-05-29,2009,5,2,4,0,Spring,1,2.2857142857142856
49.0,2009-05-31,2009,5,2,6,1,Spring,1,2.142857142857143
49.0,2009-06-02,2009,6,2,1,0,Summer,2,2.142857142857143
49.0,2009-06-03,2009,6,2,2,0,Summer,1,2.142857142857143
49.0,2009-06-04,2009,6,2,3,0,Summer,3,2.142857142857143
49.0,2009-06-05,2009,6,2,4,0,Summer,1,2.142857142857143
49.0,2009-06-07,2009,6,2,6,1,Summer,3,2.0
49.0,2009-06-08,2009,6,2,0,0,Summer,3,1.7142857142857142
49.0,2009-06-10,2009,6,2,2,0,Summer,2,2.0
49.0,2009-06-11,2009,6,2,3,0,Summer,3,2.142857142857143
49.0,2009-06-12,2009,6,2,4,0,Summer,1,2.2857142857142856
49.0,2009-06-13,2009,6,2,5,1,Summer,1,2.2857142857142856
49.0,2009-06-14,2009,6,2,6,1,Summer,2,2.0
49.0,2009-06-15,2009,6,2,0,0,Summer,2,2.142857142857143
49.0,2009-06-16,2009,6,2,1,0,Summer,4,2.0
49.0,2009-06-17,2009,6,2,2,0,Summer,2,2.142857142857143
49.0,2009-06-18,2009,6,2,3,0,Summer,4,2.142857142857143
49.0,2009-06-19,2009,6,2,4,0,Summer,1,2.2857142857142856
49.0,2009-06-20,2009,6,2,5,1,Summer,1,2.2857142857142856
49.0,2009-06-21,2009,6,2,6,1,Summer,4,2.2857142857142856
49.0,2009-06-22,2009,6,2,0,0,Summer,2,2.5714285714285716
49.0,2009-06-23,2009,6,2,1,0,Summer,3,2.5714285714285716
49.0,2009-06-24,2009,6,2,2,0,Summer,2,2.4285714285714284
49.0,2009-06-25,2009,6,2,3,0,Summer,2,2.4285714285714284
49.0,2009-06-29,2009,6,2,0,0,Summer,1,2.142857142857143
49.0,2009-07-01,2009,7,3,2,0,Summer,3,2.142857142857143
49.0,2009-07-02,2009,7,3,3,0,Summer,4,2.4285714285714284
49.0,2009-07-03,2009,7,3,4,0,Summer,2,2.4285714285714284
49.0,2009-07-05,2009,7,3,6,1,Summer,2,2.4285714285714284
49.0,2009-07-06,2009,7,3,0,0,Summer,3,2.2857142857142856
49.0,2009-07-07,2009,7,3,1,0,Summer,2,2.4285714285714284
49.0,2009-07-08,2009,7,3,2,0,Summer,3,2.4285714285714284
49.0,2009-07-09,2009,7,3,3,0,Summer,4,2.7142857142857144
49.0,2009-07-10,2009,7,3,4,0,Summer,2,2.857142857142857
49.0,2009-07-11,2009,7,3,5,1,Summer,1,2.5714285714285716
49.0,2009-07-12,2009,7,3,6,1,Summer,3,2.4285714285714284
49.0,2009-07-14,2009,7,3,1,0,Summer,3,2.5714285714285716
49.0,2009-07-15,2009,7,3,2,0,Summer,3,2.5714285714285716
49.0,2009-07-16,2009,7,3,3,0,Summer,4,2.7142857142857144
49.0,2009-07-17,2009,7,3,4,0,Summer,6,2.857142857142857
49.0,2009-07-19,2009,7,3,6,1,Summer,2,3.142857142857143
49.0,2009-07-20,2009,7,3,0,0,Summer,2,3.142857142857143
49.0,2009-07-21,2009,7,3,1,0,Summer,2,3.2857142857142856
49.0,2009-07-22,2009,7,3,2,0,Summer,2,3.142857142857143
49.0,2009-07-23,2009,7,3,3,0,Summer,4,3.0
49.0,2009-07-24,2009,7,3,4,0,Summer,4,3.142857142857143
49.0,2009-07-25,2009,7,3,5,1,Summer,1,3.142857142857143
49.0,2009-07-26,2009,7,3,6,1,Summer,1,2.4285714285714284
49.0,2009-07-27,2009,7,3,0,0,Summer,2,2.2857142857142856
49.0,2009-07-28,2009,7,3,1,0,Summer,2,2.2857142857142856
49.0,2009-07-29,2009,7,3,2,0,Summer,9,2.2857142857142856
49.0,2009-07-30,2009,7,3,3,0,Summer,6,3.2857142857142856
49.0,2009-07-31,2009,7,3,4,0,Summer,12,3.5714285714285716
49.0,2009-08-01,2009,8,3,5,1,Summer,4,4.714285714285714
49.0,2009-08-02,2009,8,3,6,1,Summer,6,5.142857142857143
49.0,2009-08-03,2009,8,3,0,0,Summer,16,5.857142857142857
49.0,2009-08-04,2009,8,3,1,0,Summer,9,7.857142857142857
49.0,2009-08-05,2009,8,3,2,0,Summer,16,8.857142857142858
49.0,2009-08-06,2009,8,3,3,0,Summer,7,9.857142857142858
49.0,2009-08-07,2009,8,3,4,0,Summer,8,10.0
49.0,2009-08-08,2009,8,3,5,1,Summer,7,9.428571428571429
49.0,2009-08-09,2009,8,3,6,1,Summer,12,9.857142857142858
49.0,2009-08-10,2009,8,3,0,0,Summer,4,10.714285714285714
49.0,2009-08-11,2009,8,3,1,0,Summer,8,9.0
49.0,2009-08-12,2009,8,3,2,0,Summer,7,8.857142857142858
49.0,2009-08-13,2009,8,3,3,0,Summer,6,7.571428571428571
49.0,2009-08-14,2009,8,3,4,0,Summer,7,7.428571428571429
49.0,2009-08-15,2009,8,3,5,1,Summer,5,7.285714285714286
49.0,2009-08-16,2009,8,3,6,1,Summer,10,7.0
49.0,2009-08-17,2009,8,3,0,0,Summer,7,6.714285714285714
49.0,2009-08-18,2009,8,3,1,0,Summer,13,7.142857142857143
49.0,2009-08-19,2009,8,3,2,0,Summer,5,7.857142857142857
49.0,2009-08-20,2009,8,3,3,0,Summer,11,7.571428571428571
49.0,2009-08-21,2009,8,3,4,0,Summer,12,8.285714285714286
49.0,2009-08-22,2009,8,3,5,1,Summer,5,9.0
49.0,2009-08-23,2009,8,3,6,1,Summer,6,9.0
49.0,2009-08-24,2009,8,3,0,0,Summer,7,8.428571428571429
49.0,2009-08-25,2009,8,3,1,0,Summer,10,8.428571428571429
49.0,2009-08-26,2009,8,3,2,0,Summer,8,8.0
49.0,2009-08-27,2009,8,3,3,0,Summer,4,8.428571428571429
49.0,2009-08-28,2009,8,3,4,0,Summer,11,7.428571428571429
49.0,2009-08-29,2009,8,3,5,1,Summer,7,7.285714285714286
49.0,2009-08-30,2009,8,3,6,1,Summer,4,7.571428571428571
49.0,2009-08-31,2009,8,3,0,0,Summer,2,7.285714285714286
49.0,2009-09-01,2009,9,3,1,0,Fall,10,6.571428571428571
49.0,2009-09-02,2009,9,3,2,0,Fall,2,6.571428571428571
49.0,2009-09-03,2009,9,3,3,0,Fall,6,5.714285714285714
49.0,2009-09-04,2009,9,3,4,0,Fall,10,6.0
49.0,2009-09-05,2009,9,3,5,1,Fall,3,5.857142857142857
49.0,2009-09-06,2009,9,3,6,1,Fall,8,5.285714285714286
49.0,2009-09-07,2009,9,3,0,0,Fall,10,5.857142857142857
49.0,2009-09-08,2009,9,3,1,0,Fall,8,7.0
49.0,2009-09-09,2009,9,3,2,0,Fall,8,6.714285714285714
49.0,2009-09-10,2009,9,3,3,0,Fall,14,7.571428571428571
49.0,2009-09-11,2009,9,3,4,0,Fall,7,8.714285714285714
49.0,2009-09-12,2009,9,3,5,1,Fall,8,8.285714285714286
49.0,2009-09-13,2009,9,3,6,1,Fall,6,9.0
49.0,2009-09-14,2009,9,3,0,0,Fall,8,8.714285714285714
49.0,2009-09-15,2009,9,3,1,0,Fall,8,8.428571428571429
49.0,2009-09-16,2009,9,3,2,0,Fall,6,8.428571428571429
49.0,2009-09-17,2009,9,3,3,0,Fall,5,8.142857142857142
49.0,2009-09-18,2009,9,3,4,0,Fall,10,6.857142857142857
49.0,2009-09-19,2009,9,3,5,1,Fall,11,7.285714285714286
49.0,2009-09-20,2009,9,3,6,1,Fall,7,7.714285714285714
49.0,2009-09-21,2009,9,3,0,0,Fall,7,7.857142857142857
49.0,2009-09-22,2009,9,3,1,0,Fall,10,7.714285714285714
49.0,2009-09-23,2009,9,3,2,0,Fall,6,8.0
49.0,2009-09-24,2009,9,3,3,0,Fall,16,8.0
49.0,2009-09-25,2009,9,3,4,0,Fall,6,9.571428571428571
49.0,2009-09-26,2009,9,3,5,1,Fall,7,9.0
49.0,2009-09-27,2009,9,3,6,1,Fall,7,8.428571428571429
49.0,2009-09-28,2009,9,3,0,0,Fall,5,8.428571428571429
49.0,2009-09-29,2009,9,3,1,0,Fall,14,8.142857142857142
49.0,2009-09-30,2009,9,3,2,0,Fall,7,8.714285714285714
49.0,2009-10-01,2009,10,4,3,0,Fall,4,8.857142857142858
49.0,2009-10-02,2009,10,4,4,0,Fall,8,7.142857142857143
49.0,2009-10-03,2009,10,4,5,1,Fall,6,7.428571428571429
49.0,2009-10-04,2009,10,4,6,1,Fall,9,7.285714285714286
49.0,2009-10-05,2009,10,4,0,0,Fall,10,7.571428571428571
49.0,2009-10-06,2009,10,4,1,0,Fall,8,8.285714285714286
49.0,2009-10-07,2009,10,4,2,0,Fall,8,7.428571428571429
49.0,2009-10-08,2009,10,4,3,0,Fall,10,7.571428571428571
49.0,2009-10-09,2009,10,4,4,0,Fall,12,8.428571428571429
49.0,2009-10-10,2009,10,4,5,1,Fall,10,9.0
49.0,2009-10-11,2009,10,4,6,1,Fall,4,9.571428571428571
49.0,2009-10-12,2009,10,4,0,0,Fall,5,8.857142857142858
49.0,2009-10-13,2009,10,4,1,0,Fall,11,8.142857142857142
49.0,2009-10-14,2009,10,4,2,0,Fall,10,8.571428571428571
49.0,2009-10-15,2009,10,4,3,0,Fall,19,8.857142857142858
49.0,2009-10-16,2009,10,4,4,0,Fall,8,10.142857142857142
49.0,2009-10-17,2009,10,4,5,1,Fall,6,9.571428571428571
49.0,2009-10-18,2009,10,4,6,1,Fall,7,9.0
49.0,2009-10-19,2009,10,4,0,0,Fall,11,9.428571428571429
49.0,2009-10-20,2009,10,4,1,0,Fall,9,10.285714285714286
49.0,2009-10-21,2009,10,4,2,0,Fall,9,10.0
49.0,2009-10-22,2009,10,4,3,0,Fall,9,9.857142857142858
49.0,2009-10-23,2009,10,4,4,0,Fall,13,8.428571428571429
49.0,2009-10-24,2009,10,4,5,1,Fall,6,9.142857142857142
49.0,2009-10-25,2009,10,4,6,1,Fall,10,9.142857142857142
49.0,2009-10-26,2009,10,4,0,0,Fall,9,9.571428571428571
49.0,2009-10-27,2009,10,4,1,0,Fall,5,9.285714285714286
49.0,2009-10-28,2009,10,4,2,0,Fall,7,8.714285714285714
49.0,2009-10-29,2009,10,4,3,0,Fall,7,8.428571428571429
49.0,2009-10-30,2009,10,4,4,0,Fall,5,8.142857142857142
49.0,2009-10-31,2009,10,4,5,1,Fall,5,7.0
49.0,2009-11-01,2009,11,4,6,1,Fall,5,6.857142857142857
49.0,2009-11-02,2009,11,4,0,0,Fall,8,6.142857142857143
49.0,2009-11-03,2009,11,4,1,0,Fall,11,6.0
49.0,2009-11-04,2009,11,4,2,0,Fall,9,6.857142857142857
49.0,2009-11-05,2009,11,4,3,0,Fall,5,7.142857142857143
49.0,2009-11-06,2009,11,4,4,0,Fall,10,6.857142857142857
49.0,2009-11-07,2009,11,4,5,1,Fall,3,7.571428571428571
49.0,2009-11-08,2009,11,4,6,1,Fall,7,7.285714285714286
49.0,2009-11-09,2009,11,4,0,0,Fall,12,7.571428571428571
49.0,2009-11-10,2009,11,4,1,0,Fall,9,8.142857142857142
49.0,2009-11-11,2009,11,4,2,0,Fall,5,7.857142857142857
49.0,2009-11-12,2009,11,4,3,0,Fall,6,7.285714285714286
49.0,2009-11-13,2009,11,4,4,0,Fall,15,7.428571428571429
49.0,2009-11-14,2009,11,4,5,1,Fall,9,8.142857142857142
49.0,2009-11-15,2009,11,4,6,1,Fall,2,9.0
49.0,2009-11-16,2009,11,4,0,0,Fall,16,8.285714285714286
49.0,2009-11-17,2009,11,4,1,0,Fall,3,8.857142857142858
49.0,2009-11-18,2009,11,4,2,0,Fall,9,8.0
49.0,2009-11-19,2009,11,4,3,0,Fall,13,8.571428571428571
49.0,2009-11-20,2009,11,4,4,0,Fall,11,9.571428571428571
49.0,2009-11-21,2009,11,4,5,1,Fall,6,9.0
49.0,2009-11-22,2009,11,4,6,1,Fall,7,8.571428571428571
49.0,2009-11-23,2009,11,4,0,0,Fall,3,9.285714285714286
49.0,2009-11-24,2009,11,4,1,0,Fall,8,7.428571428571429
49.0,2009-11-25,2009,11,4,2,0,Fall,9,8.142857142857142
49.0,2009-11-26,2009,11,4,3,0,Fall,4,8.142857142857142
49.0,2009-11-27,2009,11,4,4,0,Fall,8,6.857142857142857
49.0,2009-11-28,2009,11,4,5,1,Fall,3,6.428571428571429
49.0,2009-11-29,2009,11,4,6,1,Fall,6,6.0
49.0,2009-11-30,2009,11,4,0,0,Fall,13,5.857142857142857
49.0,2009-12-01,2009,12,4,1,0,Winter,5,7.285714285714286
49.0,2009-12-02,2009,12,4,2,0,Winter,10,6.857142857142857
49.0,2009-12-03,2009,12,4,3,0,Winter,6,7.0
49.0,2009-12-04,2009,12,4,4,0,Winter,4,7.285714285714286
49.0,2009-12-05,2009,12,4,5,1,Winter,2,6.714285714285714
49.0,2009-12-07,2009,12,4,0,0,Winter,3,6.571428571428571
49.0,2009-12-08,2009,12,4,1,0,Winter,3,6.142857142857143
49.0,2009-12-09,2009,12,4,2,0,Winter,1,4.714285714285714
49.0,2009-12-10,2009,12,4,3,0,Winter,5,4.142857142857143
49.0,2009-12-11,2009,12,4,4,0,Winter,3,3.4285714285714284
49.0,2009-12-12,2009,12,4,5,1,Winter,6,3.0
49.0,2009-12-13,2009,12,4,6,1,Winter,2,3.2857142857142856
49.0,2009-12-14,2009,12,4,0,0,Winter,4,3.2857142857142856
49.0,2009-12-15,2009,12,4,1,0,Winter,3,3.4285714285714284
49.0,2009-12-16,2009,12,4,2,0,Winter,2,3.4285714285714284
49.0,2009-12-17,2009,12,4,3,0,Winter,4,3.5714285714285716
49.0,2009-12-18,2009,12,4,4,0,Winter,6,3.4285714285714284
49.0,2009-12-19,2009,12,4,5,1,Winter,1,3.857142857142857
49.0,2009-12-20,2009,12,4,6,1,Winter,1,3.142857142857143
49.0,2009-12-21,2009,12,4,0,0,Winter,3,3.0
49.0,2009-12-22,2009,12,4,1,0,Winter,2,2.857142857142857
49.0,2009-12-23,2009,12,4,2,0,Winter,1,2.7142857142857144
49.0,2009-12-24,2009,12,4,3,0,Winter,2,2.5714285714285716
49.0,2009-12-25,2009,12,4,4,0,Winter,4,2.2857142857142856
49.0,2009-12-27,2009,12,4,6,1,Winter,2,2.0
49.0,2009-12-28,2009,12,4,0,0,Winter,1,2.142857142857143
49.0,2009-12-29,2009,12,4,1,0,Winter,2,2.142857142857143
